date,15_min_interval,departure_station_id,predicted_rides,chosen_arrival_station
2020-08-01,00:00:00,809,1,25.0
2020-08-01,00:00:00,832,1,13.0
2020-08-01,00:00:00,837,3,141.0
2020-08-01,00:00:00,837,3,141.0
2020-08-01,00:00:00,837,3,141.0
2020-08-01,00:00:00,1007,1,150.0
2020-08-01,00:00:00,1029,3,195.0
2020-08-01,00:00:00,1029,3,195.0
2020-08-01,00:00:00,1029,3,195.0
2020-08-01,00:00:00,1034,2,166.0
2020-08-01,00:00:00,1034,2,166.0
2020-08-01,00:00:00,1111,4,57.0
2020-08-01,00:00:00,1111,4,57.0
2020-08-01,00:00:00,1111,4,57.0
2020-08-01,00:00:00,1111,4,57.0
2020-08-01,00:00:00,1193,2,85.0
2020-08-01,00:00:00,1193,2,85.0
2020-08-01,00:00:00,1227,5,150.0
2020-08-01,00:00:00,1227,5,150.0
2020-08-01,00:00:00,1227,5,150.0
2020-08-01,00:00:00,1227,5,150.0
2020-08-01,00:00:00,1227,5,150.0
2020-08-01,00:00:00,1260,2,150.0
2020-08-01,00:00:00,1260,2,150.0
2020-08-01,00:00:00,1270,3,313.0
2020-08-01,00:00:00,1270,3,313.0
2020-08-01,00:00:00,1270,3,313.0
2020-08-01,00:15:00,1283,2,5.0
2020-08-01,00:15:00,1283,2,5.0
2020-08-01,00:15:00,1293,1,144.0
2020-08-01,00:15:00,1315,1,374.0
2020-08-01,00:15:00,1337,1,84.0
2020-08-01,00:15:00,1341,3,26.0
2020-08-01,00:15:00,1341,3,26.0
2020-08-01,00:15:00,1341,3,26.0
2020-08-01,00:15:00,1345,1,26.0
2020-08-01,00:15:00,1349,4,344.0
2020-08-01,00:15:00,1349,4,344.0
2020-08-01,00:15:00,1349,4,344.0
2020-08-01,00:15:00,1349,4,344.0
2020-08-01,00:15:00,1357,1,24.0
2020-08-01,00:15:00,1383,1,197.0
2020-08-01,00:15:00,1392,4,52.0
2020-08-01,00:15:00,1392,4,52.0
2020-08-01,00:15:00,1392,4,52.0
2020-08-01,00:15:00,1392,4,52.0
2020-08-01,00:15:00,1407,2,76.0
2020-08-01,00:15:00,1407,2,76.0
2020-08-01,00:15:00,1409,5,284.0
2020-08-01,00:15:00,1409,5,284.0
2020-08-01,00:15:00,1409,5,284.0
2020-08-01,00:15:00,1409,5,284.0
2020-08-01,00:15:00,1409,5,284.0
2020-08-01,00:15:00,1444,2,84.0
2020-08-01,00:15:00,1444,2,84.0
2020-08-01,00:15:00,1448,2,76.0
2020-08-01,00:15:00,1448,2,76.0
2020-08-01,00:15:00,1472,1,195.0
2020-08-01,00:15:00,1483,2,53.0
2020-08-01,00:15:00,1483,2,53.0
2020-08-01,00:15:00,1493,2,195.0
2020-08-01,00:15:00,1493,2,195.0
2020-08-01,00:15:00,1497,1,31.0
2020-08-01,00:15:00,1508,4,636.0
2020-08-01,00:15:00,1508,4,636.0
2020-08-01,00:15:00,1508,4,636.0
2020-08-01,00:15:00,1508,4,636.0
2020-08-01,00:15:00,1511,9,623.0
2020-08-01,00:15:00,1511,9,623.0
2020-08-01,00:15:00,1511,9,623.0
2020-08-01,00:15:00,1511,9,623.0
2020-08-01,00:15:00,1511,9,623.0
2020-08-01,00:15:00,1511,9,623.0
2020-08-01,00:15:00,1511,9,623.0
2020-08-01,00:15:00,1511,9,623.0
2020-08-01,00:15:00,1511,9,623.0
2020-08-01,00:15:00,1520,1,90.0
2020-08-01,00:15:00,1531,4,199.0
2020-08-01,00:15:00,1531,4,199.0
2020-08-01,00:15:00,1531,4,199.0
2020-08-01,00:15:00,1531,4,199.0
2020-08-01,00:15:00,1548,1,53.0
2020-08-01,00:15:00,1558,4,173.0
2020-08-01,00:15:00,1558,4,173.0
2020-08-01,00:15:00,1558,4,173.0
2020-08-01,00:15:00,1558,4,173.0
2020-08-01,00:15:00,1571,1,26.0
2020-08-01,00:15:00,1583,1,43.0
2020-08-01,00:15:00,1593,7,497.0
2020-08-01,00:15:00,1593,7,497.0
2020-08-01,00:15:00,1593,7,497.0
2020-08-01,00:15:00,1593,7,497.0
2020-08-01,00:15:00,1593,7,497.0
2020-08-01,00:15:00,1593,7,497.0
2020-08-01,00:15:00,1593,7,497.0
2020-08-01,00:15:00,1614,1,5.0
2020-08-01,00:15:00,1634,4,166.0
2020-08-01,00:15:00,1634,4,166.0
2020-08-01,00:15:00,1634,4,166.0
2020-08-01,00:15:00,1634,4,166.0
2020-08-01,00:15:00,1657,1,194.0
2020-08-01,00:15:00,1677,3,465.0
2020-08-01,00:15:00,1677,3,465.0
2020-08-01,00:15:00,1677,3,465.0
2020-08-01,00:15:00,1743,1,229.0
2020-08-01,00:15:00,1748,5,426.0
2020-08-01,00:15:00,1748,5,426.0
2020-08-01,00:15:00,1748,5,426.0
2020-08-01,00:15:00,1748,5,426.0
2020-08-01,00:15:00,1748,5,426.0
2020-08-01,00:15:00,1755,2,245.0
2020-08-01,00:15:00,1755,2,245.0
2020-08-01,00:15:00,1762,3,166.0
2020-08-01,00:15:00,1762,3,166.0
2020-08-01,00:15:00,1762,3,166.0
2020-08-01,00:15:00,1775,3,110.0
2020-08-01,00:15:00,1775,3,110.0
2020-08-01,00:15:00,1775,3,110.0
2020-08-01,00:15:00,1779,3,26.0
2020-08-01,00:15:00,1779,3,26.0
2020-08-01,00:15:00,1779,3,26.0
2020-08-01,00:15:00,1798,4,26.0
2020-08-01,00:15:00,1798,4,26.0
2020-08-01,00:15:00,1798,4,26.0
2020-08-01,00:15:00,1798,4,26.0
2020-08-01,00:15:00,1804,2,33.0
2020-08-01,00:15:00,1804,2,33.0
2020-08-01,00:15:00,1811,2,110.0
2020-08-01,00:15:00,1811,2,110.0
2020-08-01,00:15:00,1821,4,33.0
2020-08-01,00:15:00,1821,4,33.0
2020-08-01,00:15:00,1821,4,33.0
2020-08-01,00:15:00,1821,4,33.0
2020-08-01,00:15:00,1866,2,302.0
2020-08-01,00:15:00,1866,2,302.0
2020-08-01,00:15:00,1869,1,110.0
2020-08-01,00:15:00,1892,1,43.0
2020-08-01,00:15:00,2009,3,76.0
2020-08-01,00:15:00,2009,3,76.0
2020-08-01,00:15:00,2009,3,76.0
2020-08-01,00:15:00,2046,1,172.0
2020-08-01,00:15:00,2054,1,195.0
2020-08-01,00:15:00,2076,2,36.0
2020-08-01,00:15:00,2076,2,36.0
2020-08-01,00:15:00,2095,3,293.0
2020-08-01,00:15:00,2095,3,293.0
2020-08-01,00:15:00,2095,3,293.0
2020-08-01,00:15:00,2106,1,188.0
2020-08-01,00:15:00,2162,1,282.0
2020-08-01,00:15:00,2166,1,172.0
2020-08-01,00:15:00,2189,4,127.0
2020-08-01,00:15:00,2189,4,127.0
2020-08-01,00:15:00,2189,4,127.0
2020-08-01,00:15:00,2189,4,127.0
2020-08-01,00:15:00,2203,4,33.0
2020-08-01,00:15:00,2203,4,33.0
2020-08-01,00:15:00,2203,4,33.0
2020-08-01,00:15:00,2203,4,33.0
2020-08-01,00:15:00,2205,4,280.0
2020-08-01,00:15:00,2205,4,280.0
2020-08-01,00:15:00,2205,4,280.0
2020-08-01,00:15:00,2205,4,280.0
2020-08-01,00:15:00,2225,1,636.0
2020-08-01,00:15:00,2245,1,41.0
2020-08-01,00:15:00,2299,2,89.0
2020-08-01,00:15:00,2299,2,89.0
2020-08-01,00:15:00,2313,1,84.0
2020-08-01,00:15:00,2314,2,172.0
2020-08-01,00:15:00,2314,2,172.0
2020-08-01,00:15:00,2368,3,115.0
2020-08-01,00:15:00,2368,3,115.0
2020-08-01,00:15:00,2368,3,115.0
2020-08-01,00:15:00,2379,1,2.0
2020-08-01,00:15:00,2384,5,195.0
2020-08-01,00:15:00,2384,5,195.0
2020-08-01,00:15:00,2384,5,195.0
2020-08-01,00:15:00,2384,5,195.0
2020-08-01,00:15:00,2384,5,195.0
2020-08-01,00:15:00,2404,1,127.0
2020-08-01,00:15:00,2405,1,5.0
2020-08-01,00:30:00,2435,1,636.0
2020-08-01,00:30:00,2460,3,636.0
2020-08-01,00:30:00,2460,3,636.0
2020-08-01,00:30:00,2460,3,636.0
2020-08-01,00:30:00,2471,2,273.0
2020-08-01,00:30:00,2471,2,273.0
2020-08-01,00:30:00,2476,1,273.0
2020-08-01,00:30:00,2477,1,39.0
2020-08-01,00:30:00,2480,1,304.0
2020-08-01,00:30:00,2487,1,38.0
2020-08-01,00:30:00,2494,1,282.0
2020-08-01,00:30:00,2495,1,299.0
2020-08-01,00:30:00,2505,2,337.0
2020-08-01,00:30:00,2505,2,337.0
2020-08-01,00:30:00,2515,7,174.0
2020-08-01,00:30:00,2515,7,174.0
2020-08-01,00:30:00,2515,7,174.0
2020-08-01,00:30:00,2515,7,174.0
2020-08-01,00:30:00,2515,7,174.0
2020-08-01,00:30:00,2515,7,174.0
2020-08-01,00:30:00,2515,7,174.0
2020-08-01,00:30:00,2549,1,3.0
2020-08-01,00:30:00,2556,3,458.0
2020-08-01,00:30:00,2556,3,458.0
2020-08-01,00:30:00,2556,3,458.0
2020-08-01,00:30:00,2580,1,623.0
2020-08-01,00:30:00,2584,2,115.0
2020-08-01,00:30:00,2584,2,115.0
2020-08-01,00:30:00,2592,6,337.0
2020-08-01,00:30:00,2592,6,337.0
2020-08-01,00:30:00,2592,6,337.0
2020-08-01,00:30:00,2592,6,337.0
2020-08-01,00:30:00,2592,6,337.0
2020-08-01,00:30:00,2592,6,337.0
2020-08-01,00:30:00,2598,4,623.0
2020-08-01,00:30:00,2598,4,623.0
2020-08-01,00:30:00,2598,4,623.0
2020-08-01,00:30:00,2598,4,623.0
2020-08-01,00:30:00,2617,3,490.0
2020-08-01,00:30:00,2617,3,490.0
2020-08-01,00:30:00,2617,3,490.0
2020-08-01,00:30:00,2625,1,273.0
2020-08-01,00:30:00,2643,2,77.0
2020-08-01,00:30:00,2643,2,77.0
2020-08-01,00:30:00,2660,1,90.0
2020-08-01,00:30:00,2669,2,40.0
2020-08-01,00:30:00,2669,2,40.0
2020-08-01,00:30:00,2712,1,332.0
2020-08-01,00:30:00,2731,2,256.0
2020-08-01,00:30:00,2731,2,256.0
2020-08-01,00:30:00,2748,1,272.0
2020-08-01,00:30:00,2761,6,89.0
2020-08-01,00:30:00,2761,6,89.0
2020-08-01,00:30:00,2761,6,89.0
2020-08-01,00:30:00,2761,6,89.0
2020-08-01,00:30:00,2761,6,89.0
2020-08-01,00:30:00,2761,6,89.0
2020-08-01,00:30:00,2832,2,40.0
2020-08-01,00:30:00,2832,2,40.0
2020-08-01,00:30:00,2836,2,145.0
2020-08-01,00:30:00,2836,2,145.0
2020-08-01,00:30:00,2842,8,268.0
2020-08-01,00:30:00,2842,8,268.0
2020-08-01,00:30:00,2842,8,268.0
2020-08-01,00:30:00,2842,8,268.0
2020-08-01,00:30:00,2842,8,268.0
2020-08-01,00:30:00,2842,8,268.0
2020-08-01,00:30:00,2842,8,268.0
2020-08-01,00:30:00,2842,8,268.0
2020-08-01,00:30:00,2864,2,59.0
2020-08-01,00:30:00,2864,2,59.0
2020-08-01,00:30:00,2870,1,273.0
2020-08-01,00:30:00,2873,1,459.0
2020-08-01,00:30:00,2887,2,273.0
2020-08-01,00:30:00,2887,2,273.0
2020-08-01,00:30:00,2892,2,127.0
2020-08-01,00:30:00,2892,2,127.0
2020-08-01,00:30:00,2908,4,161.0
2020-08-01,00:30:00,2908,4,161.0
2020-08-01,00:30:00,2908,4,161.0
2020-08-01,00:30:00,2908,4,161.0
2020-08-01,00:30:00,2927,1,40.0
2020-08-01,00:30:00,2939,3,157.0
2020-08-01,00:30:00,2939,3,157.0
2020-08-01,00:30:00,2939,3,157.0
2020-08-01,00:30:00,2951,1,145.0
2020-08-01,00:30:00,2965,1,30.0
2020-08-01,00:30:00,2981,1,190.0
2020-08-01,00:30:00,2992,1,161.0
2020-08-01,00:30:00,3015,2,623.0
2020-08-01,00:30:00,3015,2,623.0
2020-08-01,00:30:00,3019,6,273.0
2020-08-01,00:30:00,3019,6,273.0
2020-08-01,00:30:00,3019,6,273.0
2020-08-01,00:30:00,3019,6,273.0
2020-08-01,00:30:00,3019,6,273.0
2020-08-01,00:30:00,3019,6,273.0
2020-08-01,00:30:00,3033,1,481.0
2020-08-01,00:30:00,3043,2,174.0
2020-08-01,00:30:00,3043,2,174.0
2020-08-01,00:30:00,3054,2,282.0
2020-08-01,00:30:00,3054,2,282.0
2020-08-01,00:30:00,3055,3,304.0
2020-08-01,00:30:00,3055,3,304.0
2020-08-01,00:30:00,3055,3,304.0
2020-08-01,00:30:00,3114,1,272.0
2020-08-01,00:30:00,3137,1,623.0
2020-08-01,00:30:00,3148,1,77.0
2020-08-01,00:30:00,3165,5,273.0
2020-08-01,00:30:00,3165,5,273.0
2020-08-01,00:30:00,3165,5,273.0
2020-08-01,00:30:00,3165,5,273.0
2020-08-01,00:30:00,3165,5,273.0
2020-08-01,00:30:00,3177,1,57.0
2020-08-01,00:30:00,3214,4,113.0
2020-08-01,00:30:00,3214,4,113.0
2020-08-01,00:30:00,3214,4,113.0
2020-08-01,00:30:00,3214,4,113.0
2020-08-01,00:30:00,3225,2,81.0
2020-08-01,00:30:00,3225,2,81.0
2020-08-01,00:30:00,3301,1,4.0
2020-08-01,00:30:00,3313,1,173.0
2020-08-01,00:30:00,3315,1,172.0
2020-08-01,00:30:00,3327,2,152.0
2020-08-01,00:30:00,3327,2,152.0
2020-08-01,00:30:00,3367,1,310.0
2020-08-01,00:30:00,3373,2,5.0
2020-08-01,00:30:00,3373,2,5.0
2020-08-01,00:30:00,3375,1,84.0
2020-08-01,00:45:00,3420,4,54.0
2020-08-01,00:45:00,3420,4,54.0
2020-08-01,00:45:00,3420,4,54.0
2020-08-01,00:45:00,3420,4,54.0
2020-08-01,00:45:00,3458,2,90.0
2020-08-01,00:45:00,3458,2,90.0
2020-08-01,00:45:00,3471,1,194.0
2020-08-01,00:45:00,3475,3,41.0
2020-08-01,00:45:00,3475,3,41.0
2020-08-01,00:45:00,3475,3,41.0
2020-08-01,00:45:00,3493,8,173.0
2020-08-01,00:45:00,3493,8,173.0
2020-08-01,00:45:00,3493,8,173.0
2020-08-01,00:45:00,3493,8,173.0
2020-08-01,00:45:00,3493,8,173.0
2020-08-01,00:45:00,3493,8,173.0
2020-08-01,00:45:00,3493,8,173.0
2020-08-01,00:45:00,3493,8,173.0
2020-08-01,00:45:00,3497,4,321.0
2020-08-01,00:45:00,3497,4,321.0
2020-08-01,00:45:00,3497,4,321.0
2020-08-01,00:45:00,3497,4,321.0
2020-08-01,00:45:00,3515,3,306.0
2020-08-01,00:45:00,3515,3,306.0
2020-08-01,00:45:00,3515,3,306.0
2020-08-01,00:45:00,3550,2,284.0
2020-08-01,00:45:00,3550,2,284.0
2020-08-01,00:45:00,3560,3,41.0
2020-08-01,00:45:00,3560,3,41.0
2020-08-01,00:45:00,3560,3,41.0
2020-08-01,00:45:00,3570,1,110.0
2020-08-01,00:45:00,3577,4,110.0
2020-08-01,00:45:00,3577,4,110.0
2020-08-01,00:45:00,3577,4,110.0
2020-08-01,00:45:00,3577,4,110.0
2020-08-01,00:45:00,3583,1,333.0
2020-08-01,00:45:00,3590,1,90.0
2020-08-01,00:45:00,3601,4,220.0
2020-08-01,00:45:00,3601,4,220.0
2020-08-01,00:45:00,3601,4,220.0
2020-08-01,00:45:00,3601,4,220.0
2020-08-01,00:45:00,3611,5,321.0
2020-08-01,00:45:00,3611,5,321.0
2020-08-01,00:45:00,3611,5,321.0
2020-08-01,00:45:00,3611,5,321.0
2020-08-01,00:45:00,3611,5,321.0
2020-08-01,00:45:00,3632,1,213.0
2020-08-01,00:45:00,3646,1,250.0
2020-08-01,00:45:00,3658,1,455.0
2020-08-01,00:45:00,3671,1,623.0
2020-08-01,00:45:00,3681,4,121.0
2020-08-01,00:45:00,3681,4,121.0
2020-08-01,00:45:00,3681,4,121.0
2020-08-01,00:45:00,3681,4,121.0
2020-08-01,00:45:00,3694,2,333.0
2020-08-01,00:45:00,3694,2,333.0
2020-08-01,00:45:00,3696,1,33.0
2020-08-01,00:45:00,3711,2,306.0
2020-08-01,00:45:00,3711,2,306.0
2020-08-01,00:45:00,3728,5,320.0
2020-08-01,00:45:00,3728,5,320.0
2020-08-01,00:45:00,3728,5,320.0
2020-08-01,00:45:00,3728,5,320.0
2020-08-01,00:45:00,3728,5,320.0
2020-08-01,00:45:00,3768,1,333.0
2020-08-01,00:45:00,3779,1,201.0
2020-08-01,00:45:00,3790,6,321.0
2020-08-01,00:45:00,3790,6,321.0
2020-08-01,00:45:00,3790,6,321.0
2020-08-01,00:45:00,3790,6,321.0
2020-08-01,00:45:00,3790,6,321.0
2020-08-01,00:45:00,3790,6,321.0
2020-08-01,00:45:00,3797,4,245.0
2020-08-01,00:45:00,3797,4,245.0
2020-08-01,00:45:00,3797,4,245.0
2020-08-01,00:45:00,3797,4,245.0
2020-08-01,00:45:00,3809,1,284.0
2020-08-01,00:45:00,3824,2,81.0
2020-08-01,00:45:00,3824,2,81.0
2020-08-01,00:45:00,3884,3,81.0
2020-08-01,00:45:00,3884,3,81.0
2020-08-01,00:45:00,3884,3,81.0
2020-08-01,00:45:00,3886,1,194.0
2020-08-01,00:45:00,3892,2,293.0
2020-08-01,00:45:00,3892,2,293.0
2020-08-01,00:45:00,3895,3,213.0
2020-08-01,00:45:00,3895,3,213.0
2020-08-01,00:45:00,3895,3,213.0
2020-08-01,00:45:00,3903,4,673.0
2020-08-01,00:45:00,3903,4,673.0
2020-08-01,00:45:00,3903,4,673.0
2020-08-01,00:45:00,3903,4,673.0
2020-08-01,00:45:00,3922,5,81.0
2020-08-01,00:45:00,3922,5,81.0
2020-08-01,00:45:00,3922,5,81.0
2020-08-01,00:45:00,3922,5,81.0
2020-08-01,00:45:00,3922,5,81.0
2020-08-01,00:45:00,3935,7,144.0
2020-08-01,00:45:00,3935,7,144.0
2020-08-01,00:45:00,3935,7,144.0
2020-08-01,00:45:00,3935,7,144.0
2020-08-01,00:45:00,3935,7,144.0
2020-08-01,00:45:00,3935,7,144.0
2020-08-01,00:45:00,3935,7,144.0
2020-08-01,00:45:00,3967,1,39.0
2020-08-01,00:45:00,4022,1,268.0
2020-08-01,00:45:00,4026,7,2.0
2020-08-01,00:45:00,4026,7,2.0
2020-08-01,00:45:00,4026,7,2.0
2020-08-01,00:45:00,4026,7,2.0
2020-08-01,00:45:00,4026,7,2.0
2020-08-01,00:45:00,4026,7,2.0
2020-08-01,00:45:00,4026,7,2.0
2020-08-01,00:45:00,4049,1,110.0
2020-08-01,00:45:00,4093,1,41.0
2020-08-01,00:45:00,4100,3,623.0
2020-08-01,00:45:00,4100,3,623.0
2020-08-01,00:45:00,4100,3,623.0
2020-08-01,00:45:00,4127,3,173.0
2020-08-01,00:45:00,4127,3,173.0
2020-08-01,00:45:00,4127,3,173.0
2020-08-01,00:45:00,4129,2,458.0
2020-08-01,00:45:00,4129,2,458.0
2020-08-01,00:45:00,4139,2,194.0
2020-08-01,00:45:00,4139,2,194.0
2020-08-01,00:45:00,4153,1,47.0
2020-08-01,00:45:00,4178,2,47.0
2020-08-01,00:45:00,4178,2,47.0
2020-08-01,00:45:00,4218,2,459.0
2020-08-01,00:45:00,4218,2,459.0
2020-08-01,00:45:00,4235,3,333.0
2020-08-01,00:45:00,4235,3,333.0
2020-08-01,00:45:00,4235,3,333.0
2020-08-01,01:00:00,4251,1,289.0
2020-08-01,01:00:00,4297,3,113.0
2020-08-01,01:00:00,4297,3,113.0
2020-08-01,01:00:00,4297,3,113.0
2020-08-01,01:00:00,4307,2,212.0
2020-08-01,01:00:00,4307,2,212.0
2020-08-01,01:00:00,4308,8,199.0
2020-08-01,01:00:00,4308,8,199.0
2020-08-01,01:00:00,4308,8,199.0
2020-08-01,01:00:00,4308,8,199.0
2020-08-01,01:00:00,4308,8,199.0
2020-08-01,01:00:00,4308,8,199.0
2020-08-01,01:00:00,4308,8,199.0
2020-08-01,01:00:00,4308,8,199.0
2020-08-01,01:00:00,4346,2,43.0
2020-08-01,01:00:00,4346,2,43.0
2020-08-01,01:00:00,4361,1,96.0
2020-08-01,01:00:00,4363,2,171.0
2020-08-01,01:00:00,4363,2,171.0
2020-08-01,01:00:00,4377,1,90.0
2020-08-01,01:00:00,4387,4,44.0
2020-08-01,01:00:00,4387,4,44.0
2020-08-01,01:00:00,4387,4,44.0
2020-08-01,01:00:00,4387,4,44.0
2020-08-01,01:00:00,4394,2,182.0
2020-08-01,01:00:00,4394,2,182.0
2020-08-01,01:00:00,4395,4,199.0
2020-08-01,01:00:00,4395,4,199.0
2020-08-01,01:00:00,4395,4,199.0
2020-08-01,01:00:00,4395,4,199.0
2020-08-01,01:00:00,4424,1,298.0
2020-08-01,01:00:00,4442,2,76.0
2020-08-01,01:00:00,4442,2,76.0
2020-08-01,01:00:00,4452,1,140.0
2020-08-01,01:00:00,4454,7,303.0
2020-08-01,01:00:00,4454,7,303.0
2020-08-01,01:00:00,4454,7,303.0
2020-08-01,01:00:00,4454,7,303.0
2020-08-01,01:00:00,4454,7,303.0
2020-08-01,01:00:00,4454,7,303.0
2020-08-01,01:00:00,4454,7,303.0
2020-08-01,01:00:00,4461,1,212.0
2020-08-01,01:00:00,4465,3,90.0
2020-08-01,01:00:00,4465,3,90.0
2020-08-01,01:00:00,4465,3,90.0
2020-08-01,01:00:00,4487,3,337.0
2020-08-01,01:00:00,4487,3,337.0
2020-08-01,01:00:00,4487,3,337.0
2020-08-01,01:00:00,4507,1,654.0
2020-08-01,01:00:00,4541,2,96.0
2020-08-01,01:00:00,4541,2,96.0
2020-08-01,01:00:00,4547,1,42.0
2020-08-01,01:00:00,4556,1,664.0
2020-08-01,01:00:00,4571,2,188.0
2020-08-01,01:00:00,4571,2,188.0
2020-08-01,01:00:00,4574,8,223.0
2020-08-01,01:00:00,4574,8,223.0
2020-08-01,01:00:00,4574,8,223.0
2020-08-01,01:00:00,4574,8,223.0
2020-08-01,01:00:00,4574,8,223.0
2020-08-01,01:00:00,4574,8,223.0
2020-08-01,01:00:00,4574,8,223.0
2020-08-01,01:00:00,4574,8,223.0
2020-08-01,01:00:00,4588,12,246.0
2020-08-01,01:00:00,4588,12,246.0
2020-08-01,01:00:00,4588,12,246.0
2020-08-01,01:00:00,4588,12,246.0
2020-08-01,01:00:00,4588,12,246.0
2020-08-01,01:00:00,4588,12,246.0
2020-08-01,01:00:00,4588,12,246.0
2020-08-01,01:00:00,4588,12,246.0
2020-08-01,01:00:00,4588,12,246.0
2020-08-01,01:00:00,4588,12,246.0
2020-08-01,01:00:00,4588,12,246.0
2020-08-01,01:00:00,4588,12,246.0
2020-08-01,01:00:00,4613,2,199.0
2020-08-01,01:00:00,4613,2,199.0
2020-08-01,01:00:00,4619,2,211.0
2020-08-01,01:00:00,4619,2,211.0
2020-08-01,01:00:00,4638,4,250.0
2020-08-01,01:00:00,4638,4,250.0
2020-08-01,01:00:00,4638,4,250.0
2020-08-01,01:00:00,4638,4,250.0
2020-08-01,01:00:00,4645,2,199.0
2020-08-01,01:00:00,4645,2,199.0
2020-08-01,01:00:00,4651,1,52.0
2020-08-01,01:00:00,4670,7,110.0
2020-08-01,01:00:00,4670,7,110.0
2020-08-01,01:00:00,4670,7,110.0
2020-08-01,01:00:00,4670,7,110.0
2020-08-01,01:00:00,4670,7,110.0
2020-08-01,01:00:00,4670,7,110.0
2020-08-01,01:00:00,4670,7,110.0
2020-08-01,01:00:00,4673,2,212.0
2020-08-01,01:00:00,4673,2,212.0
2020-08-01,01:00:00,4677,2,623.0
2020-08-01,01:00:00,4677,2,623.0
2020-08-01,01:00:00,4684,2,223.0
2020-08-01,01:00:00,4684,2,223.0
2020-08-01,01:00:00,4689,2,257.0
2020-08-01,01:00:00,4689,2,257.0
2020-08-01,01:00:00,4711,3,43.0
2020-08-01,01:00:00,4711,3,43.0
2020-08-01,01:00:00,4711,3,43.0
2020-08-01,01:00:00,4718,2,302.0
2020-08-01,01:00:00,4718,2,302.0
2020-08-01,01:00:00,4734,1,152.0
2020-08-01,01:00:00,4764,1,423.0
2020-08-01,01:00:00,4802,2,52.0
2020-08-01,01:00:00,4802,2,52.0
2020-08-01,01:00:00,4843,4,271.0
2020-08-01,01:00:00,4843,4,271.0
2020-08-01,01:00:00,4843,4,271.0
2020-08-01,01:00:00,4843,4,271.0
2020-08-01,01:00:00,4940,4,284.0
2020-08-01,01:00:00,4940,4,284.0
2020-08-01,01:00:00,4940,4,284.0
2020-08-01,01:00:00,4940,4,284.0
2020-08-01,01:00:00,4957,2,199.0
2020-08-01,01:00:00,4957,2,199.0
2020-08-01,01:15:00,4978,4,229.0
2020-08-01,01:15:00,4978,4,229.0
2020-08-01,01:15:00,4978,4,229.0
2020-08-01,01:15:00,4978,4,229.0
2020-08-01,01:15:00,4989,2,53.0
2020-08-01,01:15:00,4989,2,53.0
2020-08-01,01:15:00,5003,1,53.0
2020-08-01,01:15:00,5016,1,25.0
2020-08-01,01:15:00,5017,1,5.0
2020-08-01,01:15:00,5024,3,240.0
